STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Total crimes
ANDHRA PRADESH,ADILABAD,2008,50,26,5,174,103,355,713
ANDHRA PRADESH,ANANTAPUR,2008,37,36,12,133,132,0,350
ANDHRA PRADESH,CHITTOOR,2008,30,57,26,104,250,288,755
ANDHRA PRADESH,CUDDAPAH,2008,27,64,11,212,37,267,618
ANDHRA PRADESH,CYBERABAD,2008,80,101,59,130,833,884,2087
ANDHRA PRADESH,EAST GODAVARI,2008,48,13,23,194,131,563,972
ANDHRA PRADESH,GUNTAKAL RLY.,2008,0,0,0,3,1,2,6
ANDHRA PRADESH,GUNTUR,2008,48,65,26,306,99,496,1040
ANDHRA PRADESH,HYDERABAD CITY,2008,62,77,41,231,148,1184,1743
ANDHRA PRADESH,KARIMNAGAR,2008,84,148,48,310,273,596,1459
ANDHRA PRADESH,KHAMMAM,2008,70,83,26,213,24,329,745
ANDHRA PRADESH,KRISHNA,2008,38,52,12,254,93,379,828
ANDHRA PRADESH,KURNOOL,2008,47,72,17,419,232,227,1014
ANDHRA PRADESH,MAHABOOBNAGAR,2008,72,87,35,162,38,231,625
ANDHRA PRADESH,MEDAK,2008,50,44,35,114,61,332,636
ANDHRA PRADESH,NALGONDA,2008,90,76,32,243,155,353,949
ANDHRA PRADESH,NELLORE,2008,39,73,6,184,130,333,765
ANDHRA PRADESH,NIZAMABAD,2008,31,25,16,70,85,305,532
ANDHRA PRADESH,PRAKASHAM,2008,30,53,5,192,38,229,547
ANDHRA PRADESH,RANGA REDDY,2008,37,13,19,39,25,120,253
ANDHRA PRADESH,SECUNDERABAD RLY.,2008,2,0,0,1,0,0,3
ANDHRA PRADESH,SRIKAKULAM,2008,32,14,6,92,72,314,530
ANDHRA PRADESH,VIJAYAWADA CITY,2008,30,36,9,104,252,395,826
ANDHRA PRADESH,VIJAYAWADA RLY.,2008,0,0,0,1,1,0,2
ANDHRA PRADESH,VISAKHA RURAL,2008,12,9,10,79,40,168,318
ANDHRA PRADESH,VISAKHAPATNAM,2008,29,26,13,87,2,488,645
ANDHRA PRADESH,VIZIANAGARAM,2008,6,14,3,88,60,253,424
ANDHRA PRADESH,WARANGAL,2008,59,62,36,223,54,519,953
ANDHRA PRADESH,WEST GODAVARI,2008,117,70,25,368,182,696,1458
ANDHRA PRADESH,TOTAL,2008,1257,1396,556,4730,3551,10306,21796
ARUNACHAL PRADESH,CHANGLANG,2008,2,4,0,5,0,0,11
ARUNACHAL PRADESH,DIBANG VALLEY,2008,3,4,0,9,0,2,18
ARUNACHAL PRADESH,K/KUMEY,2008,2,2,0,2,0,1,7
ARUNACHAL PRADESH,KAMENG EAST,2008,5,4,0,0,0,0,9
ARUNACHAL PRADESH,KAMENG WEST,2008,0,2,0,4,0,0,6
ARUNACHAL PRADESH,LOHIT,2008,3,1,0,1,0,0,5
ARUNACHAL PRADESH,PAPUM PARE,2008,7,10,0,12,1,3,33
ARUNACHAL PRADESH,SIANG EAST,2008,5,5,0,6,0,1,17
ARUNACHAL PRADESH,SIANG UPPER,2008,0,1,0,1,0,0,2
ARUNACHAL PRADESH,SIANG WEST,2008,13,8,0,6,0,5,32
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,0,3,0,10,0,0,13
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,2,1,0,6,0,1,10
ARUNACHAL PRADESH,TAWANG,2008,0,0,0,5,0,0,5
ARUNACHAL PRADESH,TIRAP,2008,0,2,0,5,0,0,7
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2008,42,47,0,72,1,13,175
ASSAM,BARPETA,2008,97,117,14,34,0,240,502
ASSAM,BASKA,2008,23,30,4,16,0,13,86
ASSAM,BONGAIGAON,2008,51,35,5,13,0,106,210
ASSAM,C.I.D.,2008,0,0,0,0,0,0,0
ASSAM,CACHAR,2008,72,106,13,19,0,216,426
ASSAM,CHIRANG,2008,25,24,0,15,0,38,102
ASSAM,DARRANG,2008,57,57,2,162,2,119,399
ASSAM,DHEMAJI,2008,88,51,0,40,0,165,344
ASSAM,DHUBRI,2008,116,126,4,88,0,393,727
ASSAM,DIBRUGARH,2008,46,60,4,60,0,100,270
ASSAM,G.R.P.,2008,5,8,0,2,0,0,15
ASSAM,GOALPARA,2008,66,64,4,32,0,117,283
ASSAM,GOLAGHAT,2008,42,50,0,46,0,86,224
ASSAM,GUWAHATI CITY,2008,59,97,5,169,0,216,546
ASSAM,HAILAKANDI,2008,39,52,3,8,0,62,164
ASSAM,JORHAT,2008,44,41,0,59,0,76,220
ASSAM,KAMRUP,2008,36,78,3,75,0,101,293
ASSAM,KARBI ANGLONG,2008,16,12,1,7,0,16,52
ASSAM,KARIMGANJ,2008,19,44,5,10,0,99,177
ASSAM,KOKRAJHAR,2008,55,24,4,16,0,58,157
ASSAM,LAKHIMPUR,2008,52,71,1,24,0,160,308
ASSAM,MORIGAON,2008,75,68,4,57,0,114,318
ASSAM,N.C.HILLS,2008,4,9,0,1,0,3,17
ASSAM,NAGAON,2008,112,209,9,200,0,371,901
ASSAM,NALBARI,2008,30,47,6,42,0,54,179
ASSAM,R.P.O.,2008,5,3,0,1,0,0,9
ASSAM,SIBSAGAR,2008,46,94,4,27,0,139,310
ASSAM,SONITPUR,2008,56,125,6,34,0,294,515
ASSAM,TINSUKIA,2008,60,60,2,8,0,84,214
ASSAM,UDALGURI,2008,42,27,0,7,0,38,114
ASSAM,TOTAL,2008,1438,1789,103,1272,2,3478,8082
BIHAR,ARARIA,2008,37,30,3,35,0,92,197
BIHAR,ARWAL,2008,2,10,13,0,0,8,33
BIHAR,AURANGABAD,2008,30,38,32,13,0,65,178
BIHAR,BAGAHA,2008,15,36,11,14,0,36,112
BIHAR,BANKA,2008,49,38,23,16,0,24,150
BIHAR,BEGUSARAI,2008,25,34,41,3,0,56,159
BIHAR,BETTIAH,2008,28,49,33,0,4,96,210
BIHAR,BHABHUA,2008,8,19,19,10,0,26,82
BIHAR,BHAGALPUR,2008,35,98,27,35,5,120,320
BIHAR,BHOJPUR,2008,18,47,57,31,1,122,276
BIHAR,BUXAR,2008,11,18,29,20,0,19,97
BIHAR,DARBHANGA,2008,67,80,48,53,0,45,293
BIHAR,GAYA,2008,52,77,43,8,0,40,220
BIHAR,GOPALGANJ,2008,23,63,36,27,0,110,259
BIHAR,JAMALPUR RLY.,2008,1,0,1,0,0,0,2
BIHAR,JAMUI,2008,17,21,32,25,0,41,136
BIHAR,JEHANABAD,2008,6,19,23,0,0,17,65
BIHAR,KATIHAR,2008,120,66,15,12,0,28,241
BIHAR,KATIHAR RLY.,2008,2,2,0,5,0,1,10
BIHAR,KHAGARIA,2008,16,17,9,2,0,13,57
BIHAR,KISHANGANJ,2008,30,26,8,0,0,23,87
BIHAR,LAKHISARAI,2008,35,17,11,23,2,12,100
BIHAR,MADHEPURA,2008,16,30,16,10,0,12,84
BIHAR,MADHUBANI,2008,24,36,24,182,0,51,317
BIHAR,MOTIHARI,2008,34,83,45,14,0,12,188
BIHAR,MUNGER,2008,20,31,14,2,0,40,107
BIHAR,MUZAFFARPUR,2008,28,97,75,15,0,90,305
BIHAR,MUZAFFARPUR RLY.,2008,2,0,0,0,0,1,3
BIHAR,NALANDA,2008,23,56,70,36,0,77,262
BIHAR,NAUGACHIA,2008,8,6,5,35,0,65,119
BIHAR,NAWADAH,2008,28,26,24,10,1,36,125
BIHAR,PATNA,2008,57,78,99,31,1,189,455
BIHAR,PATNA RLY.,2008,0,4,2,7,0,1,14
BIHAR,PURNEA,2008,185,88,3,73,0,81,430
BIHAR,ROHTAS,2008,21,55,36,15,0,42,169
BIHAR,SAHARSA,2008,22,20,17,75,0,21,155
BIHAR,SAMASTIPUR,2008,32,62,60,15,5,52,226
BIHAR,SARAN,2008,34,58,58,10,0,41,201
BIHAR,SHEIKHPURA,2008,9,14,7,1,0,10,41
BIHAR,SHEOHAR,2008,7,11,7,4,0,13,42
BIHAR,SITAMARHI,2008,12,43,24,18,0,12,109
BIHAR,SIWAN,2008,24,35,31,9,2,54,155
BIHAR,SUPAUL,2008,53,37,15,71,0,68,244
BIHAR,VAISHALI,2008,36,114,64,34,0,30,278
BIHAR,TOTAL,2008,1302,1789,1210,999,21,1992,7313
CHHATTISGARH,BALRAMPUR,2008,41,5,3,43,0,24,116
CHHATTISGARH,BILASPUR,2008,71,25,19,171,4,136,426
CHHATTISGARH,BIZAPUR,2008,5,2,0,5,0,1,13
CHHATTISGARH,DANTEWARA,2008,10,7,1,17,1,3,39
CHHATTISGARH,DHAMTARI,2008,26,4,3,47,4,19,103
CHHATTISGARH,DURG,2008,109,12,11,218,17,118,485
CHHATTISGARH,GRP RAIPUR,2008,2,0,0,4,2,0,8
CHHATTISGARH,JAGDALPUR,2008,68,11,2,49,2,23,155
CHHATTISGARH,JANJGIR,2008,47,7,14,135,12,123,338
CHHATTISGARH,JASHPUR,2008,71,41,0,56,3,19,190
CHHATTISGARH,KABIRDHAM,2008,29,4,5,79,6,23,146
CHHATTISGARH,KANKER,2008,15,7,4,26,3,13,68
CHHATTISGARH,KORBA,2008,31,9,5,68,10,42,165
CHHATTISGARH,KORIYA,2008,54,5,2,93,6,34,194
CHHATTISGARH,MAHASAMUND,2008,24,7,6,57,4,27,125
CHHATTISGARH,NARAYANPUR,2008,1,0,0,0,0,0,1
CHHATTISGARH,RAIGARH,2008,30,7,7,74,8,45,171
CHHATTISGARH,RAIPUR,2008,128,36,11,247,34,124,580
CHHATTISGARH,RAJNANDGAON,2008,60,12,7,72,5,57,213
CHHATTISGARH,SARGUJA,2008,78,8,3,89,3,27,208
CHHATTISGARH,SURAJPUR,2008,78,7,3,71,1,39,199
CHHATTISGARH,TOTAL,2008,978,216,106,1621,125,897,3943
GOA,NORTH GOA,2008,15,17,0,15,2,5,54
GOA,SOUTH GOA,2008,15,11,2,17,10,7,62
GOA,TOTAL,2008,30,28,2,32,12,12,116
GUJARAT,AHMEDABAD COMMR.,2008,44,137,1,78,19,1185,1464
GUJARAT,AHMEDABAD RURAL,2008,3,35,1,16,0,67,122
GUJARAT,AHWA-DANG,2008,3,2,0,2,0,11,18
GUJARAT,AMRELI,2008,8,58,0,31,3,128,228
GUJARAT,ANAND,2008,11,45,0,25,2,170,253
GUJARAT,BHARUCH,2008,13,29,0,13,2,114,171
GUJARAT,BHAVNAGAR,2008,9,80,0,69,51,197,406
GUJARAT,DAHOD,2008,13,40,0,33,0,63,149
GUJARAT,GANDHINAGAR,2008,8,35,3,18,2,200,266
GUJARAT,HIMATNAGAR,2008,16,34,0,22,0,217,289
GUJARAT,JAMNAGAR,2008,17,25,0,14,1,239,296
GUJARAT,JUNAGADH,2008,5,43,3,66,3,456,576
GUJARAT,KHEDA NORTH,2008,8,39,0,40,0,219,306
GUJARAT,KUTCH,2008,16,42,1,26,6,334,425
GUJARAT,MEHSANA,2008,9,48,0,33,1,289,380
GUJARAT,NARMADA,2008,7,7,0,8,1,12,35
GUJARAT,NAVSARI,2008,2,4,0,1,1,5,13
GUJARAT,PALANPUR,2008,37,43,1,34,0,201,316
GUJARAT,PANCHMAHAL,2008,8,53,0,29,2,148,240
GUJARAT,PATAN,2008,19,24,0,29,0,157,229
GUJARAT,PORBANDAR,2008,3,11,0,5,0,48,67
GUJARAT,RAJKOT COMMR.,2008,12,40,1,30,19,312,414
GUJARAT,RAJKOT RURAL,2008,24,42,4,45,2,293,410
GUJARAT,SURAT COMMR.,2008,28,79,11,54,2,472,646
GUJARAT,SURAT RURAL,2008,3,5,0,7,0,30,45
GUJARAT,SURENDRANAGAR,2008,21,38,0,50,1,133,243
GUJARAT,TAPI,2008,3,2,0,2,0,6,13
GUJARAT,VADODARA COMMR.,2008,7,30,0,16,3,268,324
GUJARAT,VADODARA RURAL,2008,11,37,0,21,0,87,156
GUJARAT,VALSAD,2008,4,9,0,6,0,32,51
GUJARAT,W.RLY,2008,2,3,1,5,1,1,13
GUJARAT,TOTAL,2008,374,1119,27,828,122,6094,8564
HARYANA,AMBALA,2008,35,49,11,27,21,172,315
HARYANA,BHIWANI,2008,33,36,14,24,20,111,238
HARYANA,FARIDABAD,2008,46,94,21,23,97,173,454
HARYANA,FATEHABAD,2008,12,21,4,16,13,143,209
HARYANA,GRP,2008,1,3,6,7,158,0,175
HARYANA,GURGAON,2008,35,66,19,27,32,123,302
HARYANA,HISSAR,2008,23,27,19,25,9,214,317
HARYANA,JHAJJAR,2008,22,15,20,13,42,115,227
HARYANA,JIND,2008,38,23,18,21,15,73,188
HARYANA,KAITHAL,2008,14,16,13,14,0,150,207
HARYANA,KARNAL,2008,50,23,17,31,21,124,266
HARYANA,KURUKSHETRA,2008,41,24,12,11,27,72,187
HARYANA,MAHENDRAGARH,2008,21,20,16,17,0,73,147
HARYANA,MEWAT,2008,29,13,7,6,6,114,175
HARYANA,PALWAL,2008,29,23,15,25,33,89,214
HARYANA,PANCHKULA,2008,15,18,5,6,1,72,117
HARYANA,PANIPAT,2008,30,34,13,16,17,62,172
HARYANA,REWARI,2008,23,25,13,31,0,72,164
HARYANA,ROHTAK,2008,39,20,17,25,38,106,245
HARYANA,SIRSA,2008,31,16,9,14,0,127,197
HARYANA,SONIPAT,2008,36,43,24,31,50,149,333
HARYANA,YAMUNANAGAR,2008,28,35,9,25,5,101,203
HARYANA,TOTAL,2008,631,644,302,435,605,2435,5052
HIMACHAL PRADESH,BILASPUR,2008,10,7,2,28,5,35,87
HIMACHAL PRADESH,CHAMBA,2008,10,16,0,26,0,10,62
HIMACHAL PRADESH,G.R.P.,2008,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2008,8,12,0,15,7,39,81
HIMACHAL PRADESH,KANGRA,2008,19,15,0,37,13,68,152
HIMACHAL PRADESH,KINNAUR,2008,4,2,0,3,0,3,12
HIMACHAL PRADESH,KULLU,2008,16,17,0,31,2,28,94
HIMACHAL PRADESH,LAHAUL-SPITI,2008,1,0,0,0,0,1,2
HIMACHAL PRADESH,MANDI,2008,32,13,1,75,8,42,171
HIMACHAL PRADESH,SHIMLA,2008,22,19,0,31,0,33,105
HIMACHAL PRADESH,SIRMAUR,2008,10,13,0,19,0,30,72
HIMACHAL PRADESH,SOLAN,2008,14,13,0,13,2,17,59
HIMACHAL PRADESH,UNA,2008,11,10,0,17,4,37,79
HIMACHAL PRADESH,TOTAL,2008,157,137,3,295,41,343,976
JAMMU & KASHMIR,ANANTNAG,2008,13,74,0,63,17,0,167
JAMMU & KASHMIR,AWANTIPORA,2008,4,13,0,40,1,1,59
JAMMU & KASHMIR,BANDIPORA,2008,1,44,0,74,7,0,126
JAMMU & KASHMIR,BARAMULLA,2008,13,60,0,80,12,1,166
JAMMU & KASHMIR,BUDGAM,2008,8,60,0,88,29,0,185
JAMMU & KASHMIR,CRIME JAMMU,2008,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2008,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2008,20,21,0,14,4,8,67
JAMMU & KASHMIR,GANDERBAL,2008,2,21,0,36,1,2,62
JAMMU & KASHMIR,HANDWARA,2008,6,16,0,51,6,1,80
JAMMU & KASHMIR,JAMMU,2008,26,49,7,31,58,54,225
JAMMU & KASHMIR,KARGIL,2008,1,1,0,5,0,0,7
JAMMU & KASHMIR,KATHUA,2008,15,13,7,17,4,7,63
JAMMU & KASHMIR,KISHTWAR,2008,4,12,0,10,1,5,32
JAMMU & KASHMIR,KULGAM,2008,5,43,0,63,4,1,116
JAMMU & KASHMIR,KUPWARA,2008,5,19,0,31,2,2,59
JAMMU & KASHMIR,LEH,2008,6,3,0,7,0,0,16
JAMMU & KASHMIR,POONCH,2008,16,21,0,35,6,13,91
JAMMU & KASHMIR,PULWAMA,2008,2,29,0,13,8,0,52
JAMMU & KASHMIR,RAILWAYS,2008,0,1,0,0,0,0,1
JAMMU & KASHMIR,RAJOURI,2008,21,27,6,34,7,39,134
JAMMU & KASHMIR,RAMBAN,2008,9,14,0,4,4,0,31
JAMMU & KASHMIR,REASI,2008,5,9,0,11,4,2,31
JAMMU & KASHMIR,SAMBA,2008,2,9,1,7,1,3,23
JAMMU & KASHMIR,SHOPIAN,2008,6,14,0,49,5,1,75
JAMMU & KASHMIR,SRINAGAR,2008,16,69,0,162,104,18,369
JAMMU & KASHMIR,UDHAMPUR,2008,13,14,0,10,11,4,52
JAMMU & KASHMIR,TOTAL,2008,219,656,21,935,296,162,2289
JHARKHAND,BOKARO,2008,40,37,15,0,2,65,159
JHARKHAND,CHAIBASA,2008,42,5,7,16,0,33,103
JHARKHAND,CHATRA,2008,11,14,14,1,0,2,42
JHARKHAND,DEOGHAR,2008,33,2,6,5,5,29,80
JHARKHAND,DHANBAD,2008,47,76,36,35,10,57,261
JHARKHAND,DHANBAD RLY.,2008,0,1,2,4,0,2,9
JHARKHAND,DUMKA,2008,60,23,17,7,0,66,173
JHARKHAND,GARHWA,2008,21,16,9,15,0,20,81
JHARKHAND,GIRIDIH,2008,48,44,33,22,1,25,173
JHARKHAND,GODDA,2008,26,6,7,16,0,50,105
JHARKHAND,GUMLA,2008,38,11,0,11,0,8,68
JHARKHAND,HAZARIBAGH,2008,57,61,36,31,0,97,282
JHARKHAND,JAMSHEDPUR,2008,41,16,14,18,5,74,168
JHARKHAND,JAMSHEDPUR RLY.,2008,0,0,0,1,0,1,2
JHARKHAND,JAMTARA,2008,20,3,5,9,0,16,53
JHARKHAND,KHUNTI,2008,8,2,1,1,0,1,13
JHARKHAND,KODERMA,2008,16,14,11,6,0,23,70
JHARKHAND,LATEHAR,2008,11,11,6,10,0,6,44
JHARKHAND,LOHARDAGGA,2008,16,4,2,2,0,7,31
JHARKHAND,PAKUR,2008,53,2,1,9,0,103,168
JHARKHAND,PALAMU,2008,30,31,18,1,0,32,112
JHARKHAND,RAMGARH,2008,11,18,5,6,0,13,53
JHARKHAND,RANCHI,2008,62,62,12,23,0,88,247
JHARKHAND,SAHEBGANJ,2008,61,22,4,14,0,19,120
JHARKHAND,SARAIKELA,2008,13,11,5,8,0,13,50
JHARKHAND,SIMDEGA,2008,26,7,0,0,0,1,34
JHARKHAND,TOTAL,2008,791,499,266,271,23,851,2701
KARNATAKA,BAGALKOT,2008,2,15,6,62,2,56,143
KARNATAKA,BANGALORE COMMR.,2008,54,2,52,179,1,307,595
KARNATAKA,BANGALORE RURAL,2008,14,7,11,56,0,56,144
KARNATAKA,BELGAUM,2008,30,45,9,180,9,233,506
KARNATAKA,BELLARY,2008,11,10,10,41,0,49,121
KARNATAKA,BIDAR,2008,7,17,11,105,2,55,197
KARNATAKA,BIJAPUR,2008,19,17,1,83,0,135,255
KARNATAKA,CBPURA,2008,7,13,9,37,0,22,88
KARNATAKA,CHAMARAJNAGAR,2008,4,3,4,29,0,35,75
KARNATAKA,CHICKMAGALUR,2008,17,10,8,60,6,123,224
KARNATAKA,CHITRADURGA,2008,18,15,6,82,0,49,170
KARNATAKA,DAKSHIN KANNADA,2008,10,6,5,53,4,51,129
KARNATAKA,DAVANAGERE,2008,10,31,9,60,5,102,217
KARNATAKA,DHARWAD COMMR.,2008,3,10,1,16,1,44,75
KARNATAKA,DHARWAD RURAL,2008,1,0,3,16,0,23,43
KARNATAKA,GADAG,2008,10,0,5,49,1,34,99
KARNATAKA,GULBARGA,2008,25,31,7,75,0,169,307
